ENERGY STAR Unique ID,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Heat Pump Technology,Voltage (V),Drum Capacity (cu-ft),Height (inches),Width (inches),Depth (inches),Combined Energy Factor (CEF),Estimated Annual Energy Use (kWh/yr),Estimated Energy Test Cycle Time (min),Energy Test Cycle Information,Additional Dryer Features,Vented or Ventless,Connected,Connects Using,Communication Standard - Application Layer,Direct on-premises Open-standard Based Interconnection,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh),Paired ENERGY STAR Clothes Washer Available,Paired ENERGY STAR Clothes Washer ENERGY STAR Model Identifier,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2321540,LG,DLE3095*,DLE3095*,,1,Electric,,,7.4,38.69,27,30,3.94,607,56,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,06/20/2018,06/20/2018,"United States, Canada",ES_1118034_DLE3095*_06232018115649_70188625,No
2216956,LG,DLE3170*,DLE3170*,,048231014748,Electric,,,7.4,42.75,27,28.33,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,08/22/2014,07/21/2014,"United States, Canada",ES_1118034_DLE3170*_08012014035936_2749997,No
2294651,LG,DLE3180*,DLE3180*,,1,Electric,,,7.4,40.19,27,28.94,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,04/13/2017,04/13/2017,"United States, Canada",ES_1118034_DLE3180*_04202017041626_70132177,No
2310527,LG,DLE3500*,DLE3500*,,1,Electric,,,7.4,38.69,27,30,3.94,607,56,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,02/12/2018,02/12/2018,"United States, Canada",ES_1118034_DLE3500*_02122018095146_70170997,No
2294648,LG,DLE7050*,DLE7050*,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,04/13/2017,04/13/2017,"United States, Canada",ES_1118034_DLE7050*_04202017041626_70132177,No
2308545,LG,DLE7100*,DLE7100*,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,55,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,11/30/2017,12/22/2017,"United States, Canada",ES_1118034_DLE7100*_12292017012417_70163139,No
2290268,LG,DLE7200*E,DLE7200*E,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,02/25/2017,02/08/2017,"United States, Canada",ES_1118034_DLE7200*E_02082017044347_70120957,No
2324035,LG,DLE7300*E,DLE7300*E,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,56,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,08/10/2018,08/03/2018,"United States, Canada",ES_1118034_DLE7300*E_08072018043658_70193797,No
2216955,LG,DLEX3370*,DLEX3370*,,"048231014779,048231014809,048231014830",Electric,,,7.4,42.75,27,28.33,3.94,607,67,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,08/22/2014,07/21/2014,"United States, Canada",ES_1118034_DLEX3370*_08012014035936_2749997,No
2310525,LG,DLEX3700*,DLEX3700*,,1,Electric,,,7.4,38.69,27,30,3.94,607,55,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,02/12/2018,02/12/2018,"United States, Canada",ES_1118034_DLEX3700*_02122018095146_70170997,No
2310523,LG,DLEX3900*,DLEX3900*,,1,Electric,,,7.4,38.69,27,30,3.94,607,57,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,02/12/2018,02/12/2018,"United States, Canada",ES_1118034_DLEX3900*_02122018095146_70170997,No
2216957,LG,DLEX4270*,DLEX4270*,,"048231014496,048231014465",Electric,,,7.4,38.69,27,30,3.94,607,67,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,08/22/2014,07/21/2014,"United States, Canada",ES_1118034_DLEX4270*_08012014035936_2749997,No
2290271,LG,DLEX4370*,DLEX4370*,,1,Electric,,,7.4,38.69,27,30,3.94,607,58,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,02/25/2017,02/08/2017,"United States, Canada",ES_1118034_DLEX4370*_02082017044347_70120957,No
2335460,LG,DLEX4500*,DLEX4500*,,1,Electric,,,7.4,38.69,27,30,3.94,607,57,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,03/28/2019,03/28/2019,"United States, Canada",ES_1118034_DLEX4500*_03282019082806_70220967,No
2243308,LG,DLEX5000*,DLEX5000*,,048231015318,Electric,,,7.4,38.69,27,30,3.94,607,68,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,07/30/2015,07/10/2015,"United States, Canada",ES_1118034_DLEX5000*_07142015054611_70039216,No
2295778,LG,DLEX5005*,DLEX5005*,,1,Electric,,,7.4,38.69,27,30,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,05/24/2017,05/10/2017,"United States, Canada",ES_1118034_DLEX5005*_05112017113153_70137001,No
2243309,LG,DLEX5500*,DLEX5500*,,1,Electric,,,7.4,38.69,27,30,3.94,607,68,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,07/30/2015,07/10/2015,"United States, Canada",ES_1118034_DLEX5500*_07142015054611_70039216,No
2225227,LG,DLEX5780*E,DLEX5780*E,,048231015561,Electric,,,7.3,45.44,27,28.94,3.94,607,67,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,11/21/2014,11/17/2014,"United States, Canada",ES_0015649_DLEX5780*E_11172014020527_2776157,No
2290270,LG,DLEX7200*,DLEX7200*,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,02/25/2017,02/08/2017,"United States, Canada",ES_1118034_DLEX7200*_02082017044347_70120957,No
2329846,LG,DLEX7250*,DLEX7250*,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,55,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,11/14/2018,11/14/2018,"United States, Canada",ES_1118034_DLEX7250*_11152018113834_70206072,No
2324036,LG,DLEX7300*E,DLEX7300*E,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,56,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,08/10/2018,08/03/2018,"United States, Canada",ES_1118034_DLEX7300*E_08072018043658_70193797,No
2261844,LG,DLEX7600*,DLEX7600*,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,69,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,03/13/2016,02/27/2016,"United States, Canada",ES_1118034_DLEX7600*_03072016122407_70065980,No
2261845,LG,DLEX7600*E,DLEX7600*E,,048231017077,Electric,,,7.3,40.19,27,28.94,3.94,607,69,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,03/13/2016,02/27/2016,"United States, Canada",ES_1118034_DLEX7600*E_03072016122407_70065980,No
2329849,LG,DLEX7800*E,DLEX7800*E,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,55,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,11/14/2018,11/14/2018,"United States, Canada",ES_1118034_DLEX7800*E_11152018113834_70206072,No
2329847,LG,DLEX7900*E,DLEX7900*E,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,55,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,11/14/2018,11/14/2018,"United States, Canada",ES_1118034_DLEX7900*E_11152018113834_70206072,No
2225225,LG,DLEY1701*E,DLEY1701*E,,048231014601,Electric,,,7.3,40.19,27,28.94,3.94,607,67,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,11/21/2014,11/17/2014,"United States, Canada",ES_0015649_DLEY1701*E_11172014020527_2776157,No
2290269,LG,DLEY1901*E,DLEY1901*E,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,02/25/2017,02/08/2017,"United States, Canada",ES_1118034_DLEY1901*E_02082017044347_70120957,No
2245582,LG,DLG1502*,DLG1502*,,1,Gas,,,7.4,42.75,27,28.33,3.49,685,57,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,08/13/2015,08/12/2015,"United States, Canada",ES_1118034_DLG1502*_08132015060749_70041561,No
2245583,LG,DLG1502*E,DLG1502*E,,1,Gas,,,7.4,42.75,27,28.33,3.49,685,57,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,08/13/2015,08/12/2015,"United States, Canada",ES_1118034_DLG1502*E_08132015060749_70041561,No
2216962,LG,DLG3171*,DLG3171*,,048231014755,Gas,,,7.4,42.75,27,28.33,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,08/22/2014,07/31/2014,"United States, Canada",ES_1118034_DLGX3171*_08012014043834_2751151,No
2294650,LG,DLG3181*,DLG3181*,,1,Gas,,,7.4,40.19,27,28.94,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,04/13/2017,04/13/2017,"United States, Canada",ES_1118034_DLG3181*_04202017041626_70132177,No
2310528,LG,DLG3501*,DLG3501*,,1,Gas,,,7.4,38.69,27,30,3.49,685,70,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,02/12/2018,02/12/2018,"United States, Canada",ES_1118034_DLG3501*_02122018095146_70170997,No
2294649,LG,DLG7051*,DLG7051*,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,04/13/2017,04/13/2017,"United States, Canada",ES_1118034_DLG7051*_04202017041626_70132177,No
2308546,LG,DLG7101*,DLG7101*,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,11/30/2017,12/22/2017,"United States, Canada",ES_1118034_DLG7101*_12292017012417_70163139,No
2286906,LG,DLG7201*E,DLG7201*E,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,,,12/04/2016,12/13/2016,"United States, Canada",ES_1118034_DLG7201*E_12222016065418_70112790,No
2324037,LG,DLG7301*E,DLG7301*E,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,08/10/2018,08/03/2018,"United States, Canada",ES_1118034_DLG7301*E_08072018043658_70193797,No
2216961,LG,DLGX3371*,DLGX3371*,,"048231014816,048231014786,048231014847",Gas,,,7.4,42.75,27,28.33,3.49,685,57,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,08/22/2014,07/31/2014,"United States, Canada",ES_1118034_DLGX3371*_08012014043834_2751151,No
2310526,LG,DLGX3701*,DLGX3701*,,1,Gas,,,7.4,38.69,27,30,3.49,685,69,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,02/12/2018,02/12/2018,"United States, Canada",ES_1118034_DLGX3701*_02122018095146_70170997,No
2310524,LG,DLGX3901*,DLGX3901*,,1,Gas,,,7.4,38.69,27,30,3.49,685,70,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,02/12/2018,02/12/2018,"United States, Canada",ES_1118034_DLGX3901*_02122018095146_70170997,No
2216963,LG,DLGX4271*,DLGX4271*,,"048231014472,048231014502",Gas,,,7.4,38.69,27,30,3.49,685,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,08/22/2014,07/31/2014,"United States, Canada",ES_1118034_DLGX4271*_08012014043834_2751151,No
2274692,LG,DLGX4371*,DLGX4371*,,1,Gas,,,7.4,38.69,27,30,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,08/23/2016,08/11/2016,"United States, Canada",ES_1118034_DLGX4371*_08112016123245_70093199,No
2335461,LG,DLGX4501*,DLGX4501*,,1,Gas,,,7.4,38.69,27,30,3.49,685,70,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,03/28/2019,03/28/2019,"United States, Canada",ES_1118034_DLGX4501*_03282019082806_70220967,No
2256236,LG,DLGX5001*,DLGX5001*,,048231015332,Gas,,,7.4,38.69,27,30,3.49,685,73,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,,,12/17/2015,12/17/2015,"United States, Canada",ES_1118034_DLGX5001*_01072016065849_70059098,No
2295779,LG,DLGX5006*,DLGX5006*,,1,Gas,,,7.4,38.69,27,30,3.49,685,63,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,05/24/2017,05/10/2017,"United States, Canada",ES_1118034_DLGX5006*_05112017113153_70137001,No
2256237,LG,DLGX5011*,DLGX5011*,,1,Gas,,,7.4,38.69,27,30,3.49,685,73,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,,,12/17/2015,12/17/2015,"United States, Canada",ES_1118034_DLGX5011*_01072016065849_70059098,No
2225228,LG,DLGX5781*E,DLGX5781*E,,048231015578,Gas,,,7.3,45.44,27,28.94,3.49,685,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,11/21/2014,11/17/2014,"United States, Canada",ES_0015649_DLGX5781*E_11172014020527_2776157,No
2263531,LG,DLGX7601*,DLGX7601*,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,04/03/2016,03/31/2016,"United States, Canada",ES_1118034_DLGX7601*03312016023947_70071708,No
2263532,LG,DLGX7601*E,DLGX7601*E,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,,,12/04/2016,12/13/2016,"United States, Canada",ES_1118034_DLGX7601*E03312016023947_70071708,No
2329850,LG,DLGX7801*E,DLGX7801*E,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,11/14/2018,11/14/2018,"United States, Canada",ES_1118034_DLGX7801*E_11152018113834_70206072,No
2329848,LG,DLGX7901*E,DLGX7901*E,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,11/14/2018,11/14/2018,"United States, Canada",ES_1118034_DLGX7901*E_11152018113834_70206072,No
2225226,LG,DLGY1702*E,DLGY1702*E,,048231014618,Gas,,,7.3,40.19,27,28.94,3.49,685,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,11/21/2014,11/17/2014,"United States, Canada",ES_0015649_DLGY1702*E_11172014020527_2776157,No
2297396,LG,DLGY1902*E,DLGY1902*E,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,01/20/2017,01/20/2017,"United States, Canada",ES_1118034_DLGY1902*E_01232017115209_70118391,No
2216729,LG,DLHX4072*,DLHX4072*,,"048231013758,048231013765",Electric,,,7.3,38.69,27,30,4.3,556,58,Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,4.43,No,,08/22/2014,07/28/2014,"United States, Canada",ES_1118034_DLHX4072*_07292014020602_DLHX4072*_2750024,Yes
2289158,LG,DLHX4372*,DLHX4372*,,1,Electric,,,7.3,38.69,27,30,4.3,556,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,02/05/2017,01/20/2017,"United States, Canada",ES_1118034_DLHX4372*_01232017115209_70118391,No
2265515,Maytag,MED3100D*+,MED3100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,65,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW3100D*+_02102015015120_70023227,06/01/2016,04/28/2016,United States,ES_22856_MED3100D*+_04282016175229_5949749,No
2265529,Maytag,MED3500FW*,MED3500FW*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW3500F**_12072015113037_70054797,06/01/2016,04/28/2016,United States,ES_22856_MED3500FW*_04282016181802_7482117,No
2265516,Maytag,MED4100D*+,MED4100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,65,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW4100D*+_02102015015120_70023227,06/01/2016,04/28/2016,United States,ES_22856_MED4100D*+_04282016175250_5970613,No
2265517,Maytag,MED5100D*+,MED5100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW5100D*+_02102015015120_70023227,06/01/2016,04/28/2016,United States,ES_22856_MED5100D*+_04282016175323_6003096,No
2265532,Maytag,MED5500FC*,MED5500FC*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,06/01/2016,04/28/2016,United States,ES_22856_MED5500FC*_04282016181817_7497728,No
2265533,Maytag,MED5500FW*,MED5500FW*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,06/01/2016,04/28/2016,United States,ES_22856_MED5500FW*_04282016181839_7519329,No
2327898,Maytag,MED5630H**,MED5630H**,,883049457642,Electric,,,7.3,38,27,31,3.93,608,75,"NORMAL, HIGH HEAT (5 BARS), DRYNESS LEVEL, NORMAL (2 BARS), AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,No,,Yes,ES_15649_MHW5630H**_10142018184935_2975704,10/22/2018,09/26/2018,United States,ES_1129244_MED5630H**_10142018214925_3765911,No
2327899,Maytag,MED6630H**,MED6630H**,,883049457659,Electric,,,7.3,38,27,31,3.93,608,75,"NORMAL, HIGH HEAT (5 BARS), DRYNESS LEVEL, NORMAL (2 BARS), AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,No,,Yes,ES_15649_MHW6630H**_10142018185017_3017925,10/22/2018,09/26/2018,United States,ES_1129244_MED6630H**_10142018214819_3699188,No
2265521,Maytag,MED7100D*+,MED7100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW7100D*+_02102015015120_70023227,06/01/2016,04/28/2016,United States,ES_22856_MED7100D*+_04282016180104_6464679,No
2290027,Samsung,DVE60M99***,DVE60M99***,,887276197135,Electric,,,7.5,38.7,27,32,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WF45M55**A*_11242016052047_70108499,01/30/2017,01/17/2017,"United States, Canada",ES_1023593_DVE60M99***_02032017114750_70117713,No
2290032,Samsung,DVG45M55***,DVG45M55***,,887276197166,Gas,,,7.5,38.7,27,32,3.49,685,64,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WF45M55**A*_11242016052047_70108499,01/30/2017,01/17/2017,"United States, Canada",ES_1023593_DVG45M55***_02032017114750_70117715,No
2334001,Samsung,DVG45R63***,DVG45R63***,,887276305288,Gas,,,7.5,38.7,27,32.6,3.48,687,70,"Normal Setting, Dryness Level Normal, Dry Temperature Medium, Eco Dry Default ON",Wrinkle prevention option,Vented,No,,,,,Yes,ES_1023593_DVE45R63***_02042019015349_70211037,02/01/2019,01/21/2019,"United States, Canada",ES_1023593_DVG45R63***_02272019011151_70212994,No
2290037,Samsung,DVG52M77***,DVG52M77***,,887276197043,Gas,,,7.4,42.4,27,30.2,3.49,685,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA54M87**A*_01122017122713_70115961,01/30/2017,01/19/2017,"United States, Canada",ES_1023593_DVG52M77***_02032017114750_70117717,No
2290036,Samsung,DVG52M86***,DVG52M86***,,887276197043,Gas,,,7.4,42.4,27,30.2,3.49,685,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA54M87**A*_01122017122713_70115961,01/30/2017,01/19/2017,"United States, Canada",ES_1023593_DVG52M86***_02032017114750_70117717,No
2290035,Samsung,DVG54M87***,DVG54M87***,,887276197043,Gas,,,7.4,42.4,27,30.2,3.49,685,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA54M87**A*_01122017122713_70115961,01/30/2017,01/19/2017,"United States, Canada",ES_1023593_DVG54M87***_02032017114750_70117717,No
2290034,Samsung,DVG55M96***,DVG55M96***,,887276197166,Gas,,,7.5,38.7,27,32,3.49,685,64,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WF45M55**A*_11242016052047_70108499,01/30/2017,01/17/2017,"United States, Canada",ES_1023593_DVG55M96***_02032017114750_70117715,No
2290033,Samsung,DVG60M99***,DVG60M99***,,887276197166,Gas,,,7.5,38.7,27,32,3.49,685,64,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WF45M55**A*_11242016052047_70108499,01/30/2017,01/17/2017,"United States, Canada",ES_1023593_DVG60M99***_02032017114750_70117715,No
2327887,Whirlpool,WED560LH**,WED560LH**,,883049457048,Electric,,,7.4,38,27,31,3.93,608,70,"REGULAR + NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Ventless,No,,,,,Yes,ES_15649_WFW5620H**_10142018184621_2781148,10/15/2018,09/26/2018,United States,ES_1129244_WED560LH**_10142018204649_0009106,No
2327878,Whirlpool,WED5620H**,WED5620H**,,883049457055,Electric,,,7.4,38,27,31,3.93,608,74,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Time remaining display,Drum light,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,ES_15649_WFW5620H**_10142018184621_2781148,10/15/2018,09/26/2018,United States,ES_1129244_WED5620H**_10142018194920_6560520,No
2327879,Whirlpool,WED6620H**,WED6620H**,,883049457062,Electric,,,7.4,38,27,31,3.93,608,74,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,ES_15649_WFW6620H**_10142018184846_2926289,10/15/2018,09/26/2018,United States,ES_1129244_WED6620H**_10142018194427_6267487,No
