ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Power Conversion Mechanism,Minimum Configuration Tested Model Number,Active Output Power Rating Minimum Configuration (W),Apparent Output Power Rating Minimum Configuration (VA),Maximum Configuration Tested Model Number,Active Output Power Rating Maximum Configuration (W),Apparent Output Power Rating Maximum Configuration (VA),Topology (ac),Topology and Product Type Combined,Application,Rated Input Voltage (V rms),Rated Input Frequency (Hz),Rated Output Voltage (V),Rated Output Frequency (Hz),Rack Mountable,Rack Mount Height (U),Height (mm),Width (mm),Depth (mm),Total Number of Outlets,Number of Battery Backup and Surge Protected Outlets,Number of Surge Protected Only Outlets,Normal Mode(s) Input Dependency Characteristic (ac),Modular UPS,Number of Normal Modes,Default Normal Mode (ac),Test Input Voltage (V rms),Test Input Frequency (Hz),Test Output Voltage (V),Test Output Frequency (Hz),Total Input Power in W at 0% Load Min Config Lowest Dependency (ac),Total Input Power in W at 0% Load Min Config Highest Dependency (ac),Efficiency at 25% Load Min Config Lowest Dependency (ac),Efficiency at 25% Load Min Config Highest Dependency (ac),Efficiency at 50% Load Min Config Lowest Dependency (ac),Efficiency at 50% Load Min Config Highest Dependency (ac),Efficiency at 75% Load Min Config Lowest Dependency (ac),Efficiency at 75% Load Min Config Highest Dependency (ac),Efficiency at 100% Load Min Config Lowest Dependency (ac),Efficiency at 100% Load Min Config Highest Dependency (ac),Weighted Efficiency Calc Min Config Lowest Dependency,Weighted Efficiency Calc Min Config Highest Dependency,Total Input Power in W at 0% Load Minimum Configuration (dc),Efficiency at 30% Load Minimum Configuration (dc),Efficiency at 40% Load Minimum Configuration (dc),Efficiency at 50% Load Minimum Configuration (dc),Efficiency at 60% Load Minimum Configuration (dc),Efficiency at 70% Load Minimum Configuration (dc),Efficiency at 80% Load Minimum Configuration (dc),Minimum Configuration Input Power Factor Lowest-Input Dependency,Minimum Configuration Input Power Factor Highest-Input Dependency,Total Input Power in W at 0% Load Max Config Lowest Dependency (ac),Total Input Power in W at 0% Load Max Config Highest Dependency (ac),Efficiency at 25% Load Max Config Lowest Dependency (ac),Efficiency at 25% Load Max Config Highest Dependency (ac),Efficiency at 50% Load Max Config Lowest Dependency (ac),Efficiency at 50% Load Max Config Highest Dependency (ac),Efficiency at 75% Load Max Config Lowest Dependency (ac),Efficiency at 75% Load Max Config Highest Dependency (ac),Efficiency at 100% Load Max Config Lowest Dependency (ac),Efficiency at 100% Load Max Config Highest Dependency (ac),Weighted Efficiency Calc Max Config Lowest Dependency,Weighted Efficiency Calc Max Config Highest Dependency,Total Input Power in W at 0% Load Maximum Configuration  (dc),Efficiency at 30% Load Maximum Configuration (dc),Efficiency at 40% Load Maximum Configuration (dc),Efficiency at 50% Load Maximum Configuration (dc),Efficiency at 60% Load Maximum Configuration (dc),Efficiency at 70% Load Maximum Configuration (dc),Efficiency at 80% Load Maximum Configuration (dc),Maximum Configuration Input Power Factor Lowest-Input Dependency,Maximum Configuration Input Power Factor Highest-Input Dependency,Efficiency (%),Modular UPS Module Tested Model Number,Energy Storage Mechanism,Energy Storage System Technology,Energy Storage System Configuration,Energy Storage System Removable to Another Room,Energy Storage System Runtime at 100% Load (min.),Energy Storage System Runtime at 50% Load (min.),Energy Storage System Warranty (yrs),Energy Storage System Information URL,Battery Recycling URL,Network Connections Available,Communication Protocols,Communication Protocol Other,Manufacturer Take Back Program,Manufacturer Take Back Program URL,Model Web Page URL,Test Method Guidelines,Date Available on Market,Date Certified,Markets,CB Model Identifier
2323355,"CyberPower Systems, Inc.",CyberPower,PR3000RTXL2UHVA,PR3000RTXL2UHVA,"ELITE PRO 2200ERTXL2UA,ELITE PRO 2200ERTXL2UA,; ELITE PRO 3000ERT2U,ELITE PRO 3000ERT2U,; ELITE PRO 3000ERTXL2U,ELITE PRO 3000ERTXL2U,; ELITE PRO 3000ERTXL2UA,ELITE PRO 3000ERTXL2UA,; PR2200ERTXL2UA JP,PR2200ERTXL2UA JP,; PR2200ERTXL2UA,PR2200ERTXL2UA,; PR2200RTXL2UHVA JP,PR2200RTXL2UHVA JP,; PR2200RTXL2UHVA,PR2200RTXL2UHVA,; PR3000ERT2U JP,PR3000ERT2U JP,; PR3000ERT2U,PR3000ERT2U,; PR3000ERTXL2U JP,PR3000ERTXL2U JP,; PR3000ERTXL2U,PR3000ERTXL2U,; PR3000ERTXL2UA JP,PR3000ERTXL2UA JP,; PR3000ERTXL2UA,PR3000ERTXL2UA,; PR3000RTXL2UHVA JP,PR3000RTXL2UHVA JP,; PX2200ERTXL2U,PX2200ERTXL2U,; PX3000ERTXL2U,PX3000ERTXL2U,",Ac-output UPS,Static,PR3000RTXL2UHVA,3000,3000,,,,Line Interactive,ac Line Interactive (VI),Consumer,200-240,50-60,200-240,50-60,Yes,2,87,433,630,,,,Voltage Independent,No,Single-normal-mode,Voltage Independent,230,50,230,50,5.8,,99.1,,99,,98.9,,98.8,,98.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,Other,HTTP,SNMP (v1, 2 or 3)","TCP/IP, UDP",Yes,,N/A,N/A,08/01/2018,07/13/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1095904_PR3000RTXL2UHVA_07132018092130_3690657
2323356,"CyberPower Systems, Inc.",CyberPower,PR3000RTXL2UA,PR3000RTXL2UA,"PR2200RT2U JP,PR2200RT2U JP,; PR2200RT2U,PR2200RT2U,; PR2200RTXL2U JP,PR2200RTXL2U JP,; PR2200RTXL2U,PR2200RTXL2U,; PR2200RTXL2UA JP,PR2200RTXL2UA JP,; PR2200RTXL2UA,PR2200RTXL2UA,; PR3000RT2U JP,PR3000RT2U JP,; PR3000RT2U,PR3000RT2U,; PR3000RTXL2U JP,PR3000RTXL2U JP,; PR3000RTXL2U,PR3000RTXL2U,; PR3000RTXL2UA JP,PR3000RTXL2UA JP,",Ac-output UPS,Static,PR3000RTXL2UA,3000,3000,,,,Line Interactive,ac Line Interactive (VI),Consumer,100-125,50-60,100-125,50-60,Yes,2,87,433,630,,,,Voltage Independent,No,Single-normal-mode,Voltage Independent,120,60,120,60,5.4,,99,,99.1,,98.9,,98.5,,98.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,Other,HTTP,SNMP (v1, 2 or 3)","TCP/IP, UDP",Yes,,N/A,N/A,08/01/2018,07/13/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1095904_PR3000RTXL2UA_07292018101208_9128733
2324678,"CyberPower Systems, Inc.",CyberPower,CP825AVRLCDa,CP825AVRLCDa,"CP685AVRLCDa,CP685AVRLCDa,; CP685AVRa,CP685AVRa,; CP800AVRa,CP800AVRa,",Ac-output UPS,Static,CP825AVRLCDa,450,850,,,,Line Interactive,ac Line Interactive (VI),Consumer,120-120,60-60,120-120,60-60,Yes,2,169,88,28,,,,Voltage Independent,No,Single-normal-mode,Voltage Independent,120,60,120,60,3.792,,97.4,,98.6,,99,,99.2,,98.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,1,14,3,N/A,,"USB Port,Ethernet",None,,No,,N/A,N/A,09/01/2018,08/22/2018,"United States, Canada",ES_1095904_CP825AVRLCDa_08232018110113_2073585
2324679,"CyberPower Systems, Inc.",CyberPower,CP825LCDa,CP825LCDa,"CP600LCDa,CP600LCDa,",Ac-output UPS,Static,CP825LCDa,450,850,,,,Passive Standby,Alternating Current (ac) - Offline (VFD),Consumer,120-120,60-60,120-120,60-60,Yes,2,169,88,28,,,,Voltage and Frequency Dependent,No,Single-normal-mode,Voltage and Frequency Dependent,120,60,120,60,2.992,,97.2,,98.3,,98.7,,98.8,,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,1,14,3,N/A,,USB Port,None,,No,,N/A,N/A,09/01/2018,08/22/2018,"United States, Canada",ES_1095904_CP825LCDa_08232018110527_2327669
2326399,"CyberPower Systems, Inc.",CyberPower,OL3000RTXL2UHV,OL3000RTXL2UHV,,Ac-output UPS,Static,OL3000RTXL2UHV,2700,3000,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",200-240,50-60,200-240,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,230,60,230,60,40.76,,89.4,,91.7,,92.1,,92.1,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,06/10/2016,09/19/2018,United States,ES_1095904_OL3000RTXL2UHV_09192018081230_4750391
2326400,"CyberPower Systems, Inc.",CyberPower,OL3000RTXL2UHVN,OL3000RTXL2UHVN,,Ac-output UPS,Static,OL3000RTXL2UHV,2700,3000,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",200-240,50-60,200-240,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,230,60,230,60,40.76,,89.4,,91.7,,92.1,,92.1,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,06/10/2016,09/19/2018,United States,ES_1095904_OL3000RTXL2UHVN_09192018081458_4898740
2326401,"CyberPower Systems, Inc.",CyberPower,OL3000RTXL2UHVTAA,OL3000RTXL2UHVTAA,,Ac-output UPS,Static,OL3000RTXL2UHV,2700,3000,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",200-240,50-60,200-240,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,230,60,230,60,40.76,,89.4,,91.7,,92.1,,92.1,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,06/10/2016,09/19/2018,United States,ES_1095904_OL3000RTXL2UHVTAA_09192018081521_4921202
2326402,"CyberPower Systems, Inc.",CyberPower,OL3000RT JP,OL3000RT JP,,Ac-output UPS,Static,OL3000RTXL2U,2700,3000,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,46.93,,89.8,,91.7,,91.6,,91.2,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL3000RT JP_09192018083554_6154513
2326403,"CyberPower Systems, Inc.",CyberPower,OL3000RTN JP,OL3000RTN JP,,Ac-output UPS,Static,OL3000RTXL2U,2700,3000,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,46.93,,89.8,,91.7,,91.6,,91.2,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL3000RTN JP_09192018083920_6360648
2326404,"CyberPower Systems, Inc.",CyberPower,OL3000RTXL2U,OL3000RTXL2U,,Ac-output UPS,Static,OL3000RTXL2U,2700,3000,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,46.93,,89.8,,91.7,,91.6,,91.2,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL3000RTXL2U_09192018083457_6097421
2326405,"CyberPower Systems, Inc.",CyberPower,OL3000RTXL2UN,OL3000RTXL2UN,,Ac-output UPS,Static,OL3000RTXL2U,2700,3000,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,46.93,,89.8,,91.7,,91.6,,91.2,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL3000RTXL2UN_09192018083824_6304201
2326406,"CyberPower Systems, Inc.",CyberPower,OL3000RTXL2UNTAA,OL3000RTXL2UNTAA,,Ac-output UPS,Static,OL3000RTXL2U,2700,3000,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,46.93,,89.8,,91.7,,91.6,,91.2,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL3000RTXL2UNTAA_09192018084003_6403514
2326407,"CyberPower Systems, Inc.",CyberPower,OL3000RTXL2UTAA,OL3000RTXL2UTAA,,Ac-output UPS,Static,OL3000RTXL2U,2700,3000,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,46.93,,89.8,,91.7,,91.6,,91.2,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL3000RTXL2UTAA_09192018083710_6230829
2326408,"CyberPower Systems, Inc.",CyberPower,OL2200RT JP,OL2200RT JP,,Ac-output UPS,Static,OL2200RTXL2U,1800,2200,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,35.86,,89.6,,91.9,,92,,91.9,,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,7,20,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL2200RT JP_09192018091410_8450103
2326409,"CyberPower Systems, Inc.",CyberPower,OL2200RTN JP,OL2200RTN JP,,Ac-output UPS,Static,OL2200RTXL2U,1800,2200,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,35.86,,89.6,,91.9,,92,,91.9,,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,7,20,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL2200RTN JP_09192018091638_8598840
2326410,"CyberPower Systems, Inc.",CyberPower,OL2200RTXL2U,OL2200RTXL2U,,Ac-output UPS,Static,OL2200RTXL2U,1800,2200,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,35.86,,89.6,,91.9,,92,,91.9,,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,7,20,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL2200RTXL2U_09192018090628_7988895
2326411,"CyberPower Systems, Inc.",CyberPower,OL2200RTXL2UN,OL2200RTXL2UN,,Ac-output UPS,Static,OL2200RTXL2U,1800,2200,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,35.86,,89.6,,91.9,,92,,91.9,,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,7,20,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL2200RTXL2UN_09192018091604_8564752
2326412,"CyberPower Systems, Inc.",CyberPower,OL2200RTXL2UNTAA,OL2200RTXL2UNTAA,,Ac-output UPS,Static,OL2200RTXL2U,1800,2200,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,35.86,,89.6,,91.9,,92,,91.9,,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,7,20,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL2200RTXL2UNTAA_09192018091706_8626638
2326413,"CyberPower Systems, Inc.",CyberPower,OL2200RTXL2UTAA,OL2200RTXL2UTAA,,Ac-output UPS,Static,OL2200RTXL2U,1800,2200,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,600,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,35.86,,89.6,,91.9,,92,,91.9,,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,7,20,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL2200RTXL2UTAA_09192018091503_8503509
2326414,"CyberPower Systems, Inc.",CyberPower,OL1500RT JP,OL1500RT JP,,Ac-output UPS,Static,OL1500RTXL2U,1350,1500,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,430,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,23.59,,88.7,,91.1,,91,,90.6,,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL1500RT JP_09192018094642_0402177
2326415,"CyberPower Systems, Inc.",CyberPower,OL1500RTN JP,OL1500RTN JP,,Ac-output UPS,Static,OL1500RTXL2U,1350,1500,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,430,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,23.59,,88.7,,91.1,,91,,90.6,,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL1500RTN JP_09192018094805_0485735
2326416,"CyberPower Systems, Inc.",CyberPower,OL1500RTXL2U,OL1500RTXL2U,,Ac-output UPS,Static,OL1500RTXL2U,1350,1500,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,430,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,23.59,,88.7,,91.1,,91,,90.6,,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL1500RTXL2U_09192018094530_0330175
2326417,"CyberPower Systems, Inc.",CyberPower,OL1500RTXL2UN,OL1500RTXL2UN,,Ac-output UPS,Static,OL1500RTXL2U,1350,1500,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,430,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,23.59,,88.7,,91.1,,91,,90.6,,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL1500RTXL2UN_09192018094558_0358658
2326418,"CyberPower Systems, Inc.",CyberPower,OL1500RTXL2UNTAA,OL1500RTXL2UNTAA,,Ac-output UPS,Static,OL1500RTXL2U,1350,1500,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,430,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,23.59,,88.7,,91.1,,91,,90.6,,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL1500RTXL2UNTAA_09192018094841_0521558
2326419,"CyberPower Systems, Inc.",CyberPower,OL1500RTXL2UTAA,OL1500RTXL2UTAA,,Ac-output UPS,Static,OL1500RTXL2U,1350,1500,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",100-125,50-60,100-125,50-60,Yes,2,88,433,430,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,23.59,,88.7,,91.1,,91,,90.6,,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,3,http://www.cyberpowersystems.com/,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP,SNMP (v1, 2 or 3)",,Yes,,http://www.cyberpowersystems.com,http://www.cyberpowersystems.com/,07/01/2013,09/19/2018,United States,ES_1095904_OL1500RTXL2UTAA_09192018094730_0450075
